cluster_id,topic_name,description,keywords,n_items,examples,created_at,last_updated_at
1088,Size Quality Good,"Feedbacks about: ""size, good quality"", ""good size, quality"", ""nice size, purpose"".","size, quality, good, nice, purpose, okay",8651,"Easy to hang. Nice size. Not the prettiest shelf but serves the purpose. || To small for size 12... not good quality || Nice socks, they seem a little larger than the size posted- other than that good quality || These are just okay quality, but difficult to find this size so using them for now. Might be better for lighter weight f || Opens some can nicely, but not all. It depends on the size of the lip of the can--if too thick, it will not work. It is ",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
575,Iron Plate Pie,"Feedbacks about: ""iron, plate"", ""pie iron"", ""iron, bag"".","iron, plate, pie, bag, pla, min",122,"I wasn't impressed with this iron. The plates don't quite close, except at the tip, leaving more than half a centimeter  || The pie irons I received were round not square as pictured. || This iron is great for carrying in bag it's not bulky and it heats fast! || I use this iron for touching up PLA from my 3D printer, as well as traditional soldering (usually with separate tips). T || this iron heats up within a min. the attachments work perfect. this is made of good quality material. it is real easy to",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
644,Track Tracking Tracker,"Feedbacks about: ""track"", ""tracking"", ""tracker, clasp"".","track, tracking, tracker, clasp",122,I like the tracker/watch. easy to use and works great but the clasp is plastic and broke within a few weeks. I am unable || never received although on track says it was delivered Jan 9 2018 || Keeping my 8 year old on track || Does not track well. Sketchy. || I use them with my kreg t-track. Nice.,2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
85,Didn,"Feedbacks about: ""didn"".",didn,121,"This didn't even last 8 months . || Didn’t last long.. worked well for 3 months. || Didn't fit not worth wasting my time to return it || I didn't like the way it works, feels just stiff, not technologically thought through. || This was ok not the best it didn't get very loud... Kinda expected more but hey it did work",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
811,Vitamin Supplement Multi,"Feedbacks about: ""vitamin"", ""vitamin, supplement"", ""vitamin supplement"".","vitamin, supplement, multi, usa",121,"Finally an organizer large enough for all of my vitamins and supplements. I take up to 15 and 18 twice a day and this or || I've been taking this - one a day with other vitamin supplements - Giving it more time. || Although the vitamins may be in there, I found this product to sweet for my daily use. || Love these vitamins. They are now easier to swallow. || These vitamins are so good, but taste so bad!",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
14,Candle,"Feedbacks about: ""candle"".",candle,120,"They are very realistic. However, 2 of the 6 will not stay lit. How do I go about replacing the 2 candles? || Two of that candles do not work! || The candle does not last very long || Beautiful cake topper - not a candle. The only thing I did not like we that it was too heavy. || Melted, when put in the candles",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
286,Balloon Min Important,"Feedbacks about: ""balloon"", ""balloon, min"", ""important balloon"".","balloon, min, important, confetti, ballon",120,"Yes they have confetti inside but was hoping for it to be stuck to the balloon and not just flying inside and down at th || 2 out of the 3 balloons cane with a whole and found not be inflated . Very disappointing || The balloons were so cute and very easy to blow up. || Could not get the balloons to inflate, and some popped or deflated. || Very cute. Does NOT bring balloons. 2stars down for that. I was relying on those balloons",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
134,Box,"Feedbacks about: ""product, box"".",box,119,"Love the product but 2 boxes were destroyed in shipping which made the price per useable box less appealing. || Just received my packaged today the product looked like it was used and the box was damaged || I LOVE this product. It was easy to put together and so cute. But when I got it out of the box, it was ripped. || Product did not boot up out of the box. Had to reflash the SD card. Also the antenna was broken and would not transmit.  || When I received this product I was almost immediately disappointed as the box looked as though it had been open before, ",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
76,Doesn,"Feedbacks about: ""doesn"".",doesn,118,Doesn't worth at all. || This thing sucks! It doesn't lean back and the armrest are really low. || Doesn't fit. It's uncomfortable. || Spout doesn't automatically line up. || doesn't do much as soon as you start moving,2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
17,Color Picture,"Feedbacks about: ""color, picture"".","color, picture",118,"They sent me two of the same colors 😢, please note they do not send all colors in the picture || The colors were very subdued compared to the picture shown. I'm not happy with it. || The colors are not pretty like they are on the picture. It is very dark not those pretty pictures you see over there. || It’s just as described, the color is off white, just like the picture 👍🏻 Very comfortable || The color was a little off from what the picture shows, but its still a pretty good product",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
889,Pan Nice Pant,"Feedbacks about: ""nice pant"", ""pan, good quality"", ""pan, quality"".","pan, nice, pant, quality, good, great",113,"Nice pants just too big || Nice pants but, way to be big!! || Pans came securely packaged. They look to be of very good quality and so far could not be happier as they perform as adv || I just received this pan, and the quality of the pan seems very durable, and it comes with instructions for use and clea || Nice pants, good quality and priced right but the sizing is way off, they fit really small so order up at least 2 sizes.",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
947,Tie Bow Strap,"Feedbacks about: ""tie"", ""bow tie"", ""strap tie, bow"".","tie, bow, strap, set, multiple",112,"The bow tie was good. || I wouldn’t buy again just because of the 2 strap/tie in bows/way of getting sunlight. Two handed and time consuming. Oth || The set I received was a bow tie in the regular, checkered pattern but the suspenders are diagonally patterned. (Diamond || Bow tie came in soaking wet and smelled gross. Had multiple items in the box and this was the only thing that was wet. || The ties fell off after 3 months",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
358,Halloween Costume October,"Feedbacks about: ""costume, halloween"", ""halloween costume"", ""halloween costume, october"".","halloween, costume, october, great, addition, outfit",111,It would be something you'd wear more for a costume or Halloween not for everyday || Cute. A little bit cheaply made but it was for a Halloween costume so it was fine || I bought this as a part of my Halloween costume back in October. I like it so much that I might start wearing it once Sp || Great addition to the Halloween costume || Used for a Halloween costume. Love it! Fit very well. We will use it again for any outfits and pictures!,2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
230,Warranty,"Feedbacks about: ""warranty"".",warranty,110,"I DID NOT RECIEVE MY WARRANTY!!! || This is leaking water. Is There a warranty on this ? || One fell apart and have no one to call about what the warranty is || I am not sure if there is a warranty on these, but mine stopped working. || Warranty will be over before i use it",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
289,Curtain Nice Grommet,"Feedbacks about: ""curtain"", ""nice curtain"", ""curtain, grommet"".","curtain, nice, grommet",110,These curtains hang beautifully. They look great || I've been using these daily to open and close the curtains and they're already falling apart after only a few months. || The curtains look really thin and cheap. I’m not going to be using them. || absolutely love these curtains || It stays up! Even when opening and closing the curtains every single day. Very sturdy and easy to install.,2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
700,Foam Material Spongy,"Feedbacks about: ""foam"", ""material, foam"", ""foam, material"".","foam, material, spongy, memory",109,"Foam is flaking off and comes through material on top and leaves a residue on top of chairs. Can not even get it off wit || I thought it was plastic not foam || It’s easy to use. Make foam very well. || advertised a ""FOAM"" ....which I use all the time. NOT Foam...returned. || This is so good! The material is super good and it feels super amazing! The foam on the bottom is very comfortable and t",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
1056,Mistake Fault Detail,"Feedbacks about: ""mistake"", ""fault, detail"".","mistake, fault, detail",109,"I guess It is my fault for not reading the details. This looked exactly like the one I was replacing. But it is SUPER sm || THIS WAS NOT WHAT I EXPECTED, IT WAS SO SMALL BUT THAT COULD BE MY FAULT FOR NOT READING IN DETAIL || Not what I thought I ordered my mistake || I ordered by mistake Please cancel || Ordered this by mistake and I never used them because I he no use for them. They look good however",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
311,Didn Work,"Feedbacks about: ""didn work"".","didn, work",108,"Didn’t work as good as I thought. Get the more expensive one || Didn't work had to send back || DIdn't work for more than a day. Returned it. || Didn’t work. Seemed soothing at times, but actually got worse with use. || Didn't work properly",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
902,Space,"Feedbacks about: ""space"".",space,104,"very practical and does not take a lot of space || It's beautiful and has a lot of space . || Works good so far.. Does not take up too much space. || We have so much more space now. || I love it , has a lot of space",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
579,Thread,"Feedbacks about: ""thread"".",thread,103,Works great but starting to lose some threads here and there it looks like. || threads started coming loose pretty quickly || The thread is working beautifully. Love it. || thread is pretty weak || thread was pretty nervous and it works very well.,2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
808,Blender Great Quality,"Feedbacks about: ""blender"", ""great blender"", ""great product, blender"".","blender, great, quality, top, blends",102,It would be a great blender if it did not leak. || I love my blender. I use it daily. I was disappointed about the quality of the lids. I had to make a return because my b || I had to return this as it did not fit my blender. It is great quality and I would have loved to have been able to keep  || This is how my blender arrived. || This blender broke after two weeks....,2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
741,Assemble Assembly Easy,"Feedbacks about: ""assemble"", ""easy assembly"", ""assembly"".","assemble, assembly, easy",102,"It was very easy to assembly and looks nice and full || As described easy assembly || Easy assembly, beautiful and very easy to take down || Very difficult to assemble || Difficult to assemble.",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
651,Macbook New Usb,"Feedbacks about: ""macbook"", ""new macbook"", ""usb, macbook"".","macbook, new, usb",102,Was too small for my MacBook || I didn't work at all with my macbook and tv || Works great in my MacBook! || Works good for my MacBook Pro 2011. || Girlfriend completely Loved it! Makes her Macbook look amazing!!,2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
80,Expected,"Feedbacks about: ""expected"".",expected,101,did not do what was expected of it. || Was not what I expected. || It is what I expected. || Everything I expected || Not what i expected. Had to return,2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
567,Slipper,"Feedbacks about: ""slipper"".",slipper,101,"Slippers were nice and soft, but we're too small. || This slipper arrived damaged and was ripped so i returned. || Slippers are all perfect || I like slippers very much. || Fits like a slipper..comfy right away.",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
686,Support Good Bra,"Feedbacks about: ""good support"", ""support, bra"", ""support"".","support, good, bra",100,"Not enough support. It gets like I'm not wearing a bra and adds very little support || Good support. A little longer than I had || Comfortable with good side support || Good support, also comfortable! Best bra so far. || Easy attach. Good back support.",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
162,Exactly,"Feedbacks about: ""exactly"".",exactly,100,It does exactly what it’s supposed to do. Great!!! || This was exactly what I was looking for. || This was exactly what I needed. It arrived fast. || Exactly what I was looking for but they arrived slightly bent up. Had to straighten them out. || Came quickly and was exactly what I had hoped it would be.,2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
463,Jar Stuff Different,"Feedbacks about: ""item, jar"", ""stuff, jar"", ""jar, product"".","jar, stuff, different, little",100,"One would think, because of the jar it comes in, this product would be creamy. WRONG!! It is thinner than oil. The way i || When item was received the jar was half way open and safety seal was not attached. It seemed like part of the butter was || The item arrived quickly. It looks used though because the jar appears to be half empty!?! I ordered this because the sa || item was poorly packaged. I bought 2 jars of olives. One was fine but the other arrived with a damaged top and all the j || I have tried to use every one in different jars. And they did not work. Very disappointed.",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
441,Wouldn,"Feedbacks about: ""wouldn"".",wouldn,99,Wouldn’t buy again!! || Bought these because of others reviews. One didnt work from start. Others slowly stopped working. I wouldn't buy them ag || Wouldn't buy this again. || Hard to use. I wouldn't buy again || Loved it. Wish it wouldn't of ended,2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
414,Pink Color Picture,"Feedbacks about: ""pink"", ""pink, color"", ""color, pink"".","pink, color, picture, nice, bright",96,"Ordered pink, but the color I received is Lavender. Kept anyway....would have preferred the color I ordered. Also the te || The color is immensely different than what is pictured. (I bought the pink and gold.) It looks pastel and light in the p || Not the same color pink as shown in the picture. Almost white. Also, very thin || It leaves a nice bright pink tint. It is cute as well. || I ordered pink but the one I got is orangish.",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
422,Perfect Fit,"Feedbacks about: ""perfect fit"".","perfect, fit",96,It was the perfect fit! I'm so happy with this! || perfect fit and seems rugged || Went straight in perfect fit only took me about an hour. || Perfect fit arrived in time || On time and a perfect fit.,2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
748,Seal Doesn New,"Feedbacks about: ""doesn seal"", ""item, seal"", ""seal, new product seal"".","seal, doesn, new, protectant, solid, inside",95,"I received item and it appears seal was broken and the bottle alll leaked out. It’s completly EMPTY. I attached photo to || It sucks, it doesn't seal right when you close it and everything leaks. || Sometimes doesn't seal properly. || There is no seal or (new product seal) over the mouth of the bottle when buying it and all of my wash spilled in the pac || I received this product without a protectant seal either on the inside or outside. I am returning it hoping I get a new ",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
301,Umbrella Nice Seam,"Feedbacks about: ""umbrella"", ""umbrella, seam"", ""nice umbrella"".","umbrella, nice, seam, practical, pole",94,"This umbrella is adorable, but split at the seams after one use, making it completely unable to be used as you will get  || Bought the umbrella just over one year ago and it has already broken. || Really nice umbrella. However it is not very sturdy-falls over and turns. || Loved it when I opened it, but then the umbrella wouldn't close. So I can't use it because I can't store it anywhere wit || When the umbrella is open it is constantly wobbly. I have to keep the umbrella closed unless I am outside with it. It ap",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
511,Sensor Son New,"Feedbacks about: ""sensor"", ""sensor, son"", ""new sensor"".","sensor, son, new, inspection, experience, maf",92,"I have not put it in. I was warned it could destroy sensors. || It came with a sensor and I ordered one without a sensor. || The sensor works really well! I got it because I wanted to entice my son who is potty training but it hasnt helped. But  || The new sensors are still working. || The sensor no longer works. I removed it for inspection and the mounting base broke off. If you buy this product, just k",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
330,Purpose,"Feedbacks about: ""purpose"".",purpose,92,"Why doesn’t it have a top !!!! Will return what’s the purpose with out a top ???? || Very good, served the purpose || This ran a little small, but served the purpose for what I was looking for. || Kind of wobbly but it suits its purpose. || Did not work for my purposes so I uninstalled.",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
783,Candy,"Feedbacks about: ""candy"".",candy,92,"These are just like candy. Very sweet. || The candy I was able to eat was delicious. Most of it was stuck together, sticky and editable. || This candy is Heavenly. If you love coconut you will fight for the last one. || Candy was all melted, very unprofessional!!!!! || I love these candies but they are really hard to find. I think they were over priced but it was worth it for me cause I ",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
464,Silicone Pure Filler,"Feedbacks about: ""silicone"", ""pure silicone, filler"", ""spout, silicon"".","silicone, pure, filler, spout, silicon, plastic",91,"They’re ok I mean I thought it was more of a silicone feel but they feel more plastic to me. But you get what you paid f || It is silicone so it expands over time || They are not pure silicone, if you pinch them they turn white meaning they have fillers. Since I'm not using them for co || The spout is made with silicon, not as advertised as 301 stainless stainless steel. || Easy to use: This product is better than I expected. Since it is made out of silicone, it is soft and easy to compress. ",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
822,Feel Feels Feeling,"Feedbacks about: ""feel"", ""feels"", ""feeling"".","feel, feels, feeling",90,Everything very nice feeling || Too small but had a feeling it wouldn’t fit || Did not really feel anything || These are good and you will feel it working || I feel a lot safer with it,2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
830,Fake Beyblade,"Feedbacks about: ""fake"", ""fake product"", ""beyblade, fake"".","fake, beyblade",89,"The beyblade I got was a fake that was plastic when it is supposed to have metal and the forge disk came off which is no || THIS IS FAKE PRODUCT CAN’T be RETURNED. || This is a fake product || looks very fake and cheap || Not silk, very fake looking",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
307,Tire Rim Unit,"Feedbacks about: ""tire"", ""tire, rim"", ""tire, unit"".","tire, rim, unit",88,Bought tire last month for $150 now they are $250 || One works great the back tire one shows 10 pound lower so if your looking for something true forget these!!!! || Very happy with the tire. || The front tires are coming out so quickly and they are not easy to steer. || Worth the money! Shines tires better than anything I've ever used!,2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
471,Problem,"Feedbacks about: ""problem"".",problem,88,"not sure this was the problem || Didnt solve my problem although good quality. || There’s a gap cause a lot of problems. || Worked great. No problems || Easy to put up, no problem at all!",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
619,Crack,"Feedbacks about: ""crack"".",crack,88,"They look really pretty, but they’re very thin. Also there was a few cracked ones. || This came moldy and extremely scratched and there were cracks in it. || Cracks developed quickly on some of them - not good to keep things fresh || This had a crack halfway down the side. || Does not stick. Cracks easily.",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
484,Wrong Second,"Feedbacks about: ""wrong item"", ""wrong item, second"".","wrong, second",88,This is the second time I've ordered from this company. The first time I received the wrong item and no one followed up  || i didn’t notice when they came... I was sent the wrong item. Mine aren’t roasted nor are they salted... ick... || They sent wrong item || I actually ordered the wrong item || I received the wrong item and could not even return it.,2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
435,Heavy Duty,"Feedbacks about: ""heavy duty"".","heavy, duty",87,"Heavy duty, very secure, works great || These are not as heavy duty as I had hoped but they will work until I can order better. || Very heavy duty webbing. || Heavy duty and well made! || Thought they would be more heavy duty. But I do like them, just not 100% what I wanted.",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
678,Board Great,"Feedbacks about: ""board"", ""great board, board"".","board, great",86,This is beautiful and I love that its both a chalk board and a magnetic board! || Board does not erase well!! || Board was already beat up when it arrived. || Very easy to assemble but it’ll be better if they label is board || It doesn't ever really dry and easily comes off the board,2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
684,Scratch,"Feedbacks about: ""scratch"".",scratch,86,"A few scratches but still works || It came with scratch on it and with the same part twice. They want you to resend it back how. U won't buy this again. || Shows scratches easily.Looks cheap || Nice, long and unfortunately this came with scratches and i couldn't cover or do something to fix it. || These scratch very easily.",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
15,Great Quality,"Feedbacks about: ""great quality"".","great, quality",85,Great quality and definitely feel like it helps my lower back || Very sharp and a great quality! || It's OK for a once in awhile wear not really great quality || Not great quality. Super cute though. || Great quality and easy to assemble,2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
303,Antenna Signal Nice,"Feedbacks about: ""antenna, signal"", ""antenna"", ""nice antenna"".","antenna, signal, nice, need, original, tailgate",85,"Sometimes you have to move the antenna. But that's okay. || Nice antenna, seems to work well. || This antenna is perfect for our needs! We recently “cut the cord” with cable, and starting using a streaming service. Th || Antenna was not the same as the original that came with my model. However the one that I did receive works well and I am || The antenna just get signal for like two channels and the picture quality was poor.",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
543,Vacuum Exactly,"Feedbacks about: ""vacuum"", ""vacuum, exactly"".","vacuum, exactly",84,"They are to large for the vacuum now I can’t rerun them??? || Our vacuum kept breaking down so we bought another vacuum instead. We stopped using this because I had to keep buying it || Does not fit my vacuum exactly but I rigged it to fit. || this is critical to keeping the vacuum fast and easy to use || Unless you like following vacuum around to make sure it doesn't get stuck somewhere, it's not worth the money.",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
143,Doesn Work,"Feedbacks about: ""doesn work"".","doesn, work",84,"Doesn't work for me; everything kind of just flows right around. Not absorbant at all. || Doesn’t work as good as I expected to. || Doesn't work. Won't buy again. || Looked exactly as pictured, but doesn't work. Disappointed || Doesn’t work as well as attract",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
371,Diaper Bag,"Feedbacks about: ""diaper"", ""diaper bag"".","diaper, bag",84,"These are easy to clean, cute and fit great in my diaper bag. || I loved everything about this diaper bag! || Cute and small and no one would kno its a diaper bad || We recommend these diapers to everyone for overnight! || Only diaper we will use but expensive.",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
907,Project,"Feedbacks about: ""project"".",project,83,Perfect for my projects! || they are a bit pricey for some projects pretty just the same! || A bit expensive but everything was acurate and helped with my project. || Exactly as described worked great for my project || these do not work well for the project I intended them for,2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
795,Grill Temp Bronco,"Feedbacks about: ""grill"", ""temp, grill"", ""grill, bronco"".","grill, temp, bronco, tab, good, quality",83,it absolutely did not clean the grill! || I seriously enjoy being able to monitor temps away from the grill and smoker. The dual probe also makes it handy to moni || Works great for hiding in the grill of my bronco but the mounting brackets had to be trimmed. || Listen I have paid for other grills that when I received it looked great but the tabs were to short and then broke under || Good quality grill cover.,2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
1047,Great Condition,"Feedbacks about: ""great condition"".","great, condition",83,In Great condition and easy to use. || Received promptly and in great condition! || Very informative and in great condition. || Great condition and packaged well || delivered quickly and in great condition. will buy again if needed. loved it.,2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
224,Kid,"Feedbacks about: ""kid"".",kid,82,The kids loved it I got both the red and blue || Why does kids love these things? || Kids love it. Very useful || I'm sure this is great for kids. I enjoyed the first one best. || kids really loved these,2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
45,Didn,"Feedbacks about: ""product, didn"".",didn,82,"Product did not flake when used alone and smelt amazing. However it didn't keep the moisture in my daughter's hair for m || Like this product. Didn’t realize when ordering I would get three inside of box. Only bad thing is that it did show a fe || I really liked that this product didn't contain sugar. The taste is smooth and mild, as opposed to some other brands I h || The product helped but didn't warm my feet sufficiently I ended up getting an electric foot warmer that solved the probl || DO NOT BUY THIS PRODUCT!!! first off, it didn’t come with an adapter, second, you have to tape the wires to the cords wh",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
789,Plate,"Feedbacks about: ""plate"".",plate,81,"Not Machined the same as the Top Plate although the picture show's it to be the same and cost's more $$$. || They came in so beautiful! however, I was so upset to find out my plates started chipping! || Does not get hot enough, and cheap plates || Fits nice with the plate. || One plate was broken",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
439,Flag,"Feedbacks about: ""flag"".",flag,80,"The flag still binds up a lot || This flag looks like the original! || These keep my flag up!! || Flag keeps getting hung up, clip to hold it is very difficult to maneuver and stand is very flimsy || Flag is still tangled.",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
384,Fridge Refrigerator Freezer,"Feedbacks about: ""fridge"", ""fridge, freezer"", ""refrigerator"".","fridge, refrigerator, freezer, norcold, help",80,"I order two and neither seated properly in my refrigerator. || Works well and keeps the fridge looking more organized. || My 11 month old loves these!!! I put them on the bottom of my fridge, and he plays while I cook! || These are great they fit wonderfully in the fridge || I would not recommend it. It did not help keep the refrigerator evenly cooled in my RV Norcold fridge.",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
340,Suction,"Feedbacks about: ""suction"".",suction,80,The Suction is not that strong || won't stay upright! needs 2 suctions. || Love it so much- however I’ve only had it for 6 months & the suction part is broken :( || Didnt feel as good as I hoped. Suction was disappointing. || Works great but some times suction not always good,2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
240,Second Order 2Nd,"Feedbacks about: ""second, product"", ""second order, product"", ""2nd order, product"".","second, order, 2nd",80,This is my second order of this product. This batch was dry and hard as a rock. Could not even chew it. Quality control  || This is my 2nd order for this product. The magnet is not as strong in my 2nd one as it is in the first one. || This is the second time that I have tried this product. It is easy to apply but does not seem to work for me. || This is the second time I ordered this product. The first time they came they were in a plastic bag and then boxed to sh || This is the second time I purchased this product. It is a good price for what you're getting. The first time I bought th,2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
297,Wish,"Feedbacks about: ""wish"".",wish,80,Love them! I wish I had more of them || i wish i could glide them around || Cute but wish it had more to it. || Absolutely Love these? Wish I would have gotten these sooner. || Great!!! I only wish I purchased 2,2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
398,Second,"Feedbacks about: ""second"".",second,79,Worked for less than 1 day. Loud buzzing for about 2 or 3 seconds and then dead. Now I have figure out how to return it. || This is my second one and broken again after a couple months. Horrible. || Broke after the second use. || Easy to build. But very fragile broke on the second use. || We ordered the first one and it was made upside down. We return that one and reordered another one and the second one wa,2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
433,Ran Runs Running,"Feedbacks about: ""ran"", ""runs"", ""running"".","ran, runs, running",79,Works very well! I have had it for 3 years now and it is still running strong! || This ran too small and I returned || I returned them. Ran small and tight. || Cute but the XL ran small || Ran small. I returned them,2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
156,Size Chart,"Feedbacks about: ""size, chart"".","size, chart",78,"Based on the size chart a medium seemed the correct choice, but the waist and upper thighs were very loose. Without a ti || I followed the size chart listed in the sellers pictures as I know the Amazon size chart link is just for general Americ || Ordered an xl according to the size chart. WAY too small. || I bought the size the chart said. Way too small. || This are made way to small for the size on the chart! I need to send them all back regretfully otherwise they were reall",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
878,Tip Finer Bendy,"Feedbacks about: ""tip"", ""tip, finer"", ""tip, bendy"".","tip, finer, bendy, satisfyer",78,"Warm and well insulated however the tip of the finer began to unravel and they both got holes in them. I love the style  || The tip is too bendy, would prefer if it was hard like the handle to help remove things like coconut oil which is a soli || Would have been nice if it actually came with a tip. I’m just getting around to using it now, so too late to return. || tips over a little too easily. || Some tips were highly defective",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
596,Roller Caster Tip,"Feedbacks about: ""roller, caster"", ""roller, tip"", ""roller, big help"".","roller, caster, tip, big, help, kink",77,"I did not overload these rollers, but they tilted easily and no way to repair if one of the caster breaks its welding. || The rollers missing tips on both of them || I got this when I was a lot newer to crafting and it seemed like the roller would be a big help especially since most of || The roller is amazing and works out the kinks in the back. It works just as advertised. || I used my roller once and the small part started to squeak. I put oil like the instructions said to. Then the small part",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
380,Puzzle Piece,"Feedbacks about: ""puzzle, piece"".","puzzle, piece",77,"Our puzzle was somehow missing pieces. We discovered this early on but decided to finish it to determine how many. Looks || These puzzles are really small. I think my 3 year old would be more interested in them if they were bigger. The pieces a || The puzzles are cute. My 2 and 1/2 year old can easily handle the pieces. But the storage box is very cheap and arrived  || We opened the puzzle for the first time, put it all together and it was missing 2 pieces || The puzzle was fun to put together, but when I finished, there were THREE PIECES MISSING!! That takes a lot of the sense",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
548,Calf Picture Big,"Feedbacks about: ""picture, calf"", ""photo, calf"", ""picture, mid calf"".","calf, picture, big, photo, mid, great",76,"The pictures look cute, when I got them they were so crazy wide around my calves, it actually looked ridiculous. They sh || These did not fit like the photo shows. They’re very wide at the calf. I would have preferred a fit like the photo. They || It did not look like to model picture. I am 5""4 and it was pass mid-calf. Maybe they need to sell this in petite. || Great sock. Stays up, perfect fit, and definitely over the calf. || It is not compressing the top portion of the calf under the knees.",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
510,Window,"Feedbacks about: ""window"".",window,75,"Would not stay on Windows 😑 || Can’t get it to be anything but fuzzy. Would have returned it, ut was traveling and missed the window. || Very short best by window. Disappointed. || They stick well to the windows and are very cute. || Worked and fit for what I needed. My windows were 68"" wide and one set covered them well.",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
640,String,"Feedbacks about: ""string"".",string,75,The string broke the next day!! I was very disappointed because it was so pretty. || Does have pull strings. Only way to operate is with remote || I received this and the strings were broken and all stretched out. Could not be repaired. || Works fine. Just cheaply made. Constantly having to cut off strings || I thought it was a little small and it was put together with string so probably won't last long.,2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
731,Switch Working,"Feedbacks about: ""switch"", ""switch, working"".","switch, working",74,"Bought this switch worked for 6 month not working anymore || They're perfect! Exactly as described, the on off switch is easy to hide so you can put them almost anywhere I love them || I loved this and it was so easy to use. Unfortunately the on/off switch broke after the third time I used it making it u || Works perfectly with the switch || only 2 out of 5 worked, 3 of them would only work if you held the switch in",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
